geneName,logFC,AveExpr,t,P.Value,adj.P.Val,B,group,FC.group
ENSG00000197859,-0.05481859426799986,-0.640468381108913,-0.13522368260827786,0.8930501843717749,0.9412061375989923,-6.638537282143725,visit,down
ENSG00000186472,-0.040526253927780476,-0.9076990377233862,-0.13456942089587726,0.893564453299093,0.94167158369341,-6.638626015299724,visit,down
ENSG00000141551,-0.007464102215859947,7.830074501341468,-0.1344948179358082,0.8936230963615004,0.94167158369341,-6.6386361058906775,visit,down
ENSG00000004846,-0.05041049808800306,-0.9978443015269586,-0.13407989162173914,0.8939492679755329,0.9419461034430404,-6.638692125659508,visit,down
ENSG00000116497,0.020993503295832685,4.127731245553731,0.13345125813208952,0.894443469113887,0.9422959252884564,-6.6387766688217225,visit,up
ENSG00000198836,0.017500197621624355,5.984734561629952,0.13341418606867883,0.8944726146961843,0.9422959252884564,-6.638781642144075,visit,up
ENSG00000137513,0.02219131626571292,4.587045487607428,0.13340693520451782,0.8944783152501183,0.9422959252884564,-6.638782614706624,visit,up
ENSG00000186074,0.007917473702203437,8.206924583773128,0.13319037390350072,0.8946485760879714,0.9424060850692444,-6.638811637852178,visit,up
ENSG00000115486,-0.010136626554968402,5.953348061256887,-0.13287384036557606,0.8948974442862707,0.9425990261182701,-6.638853974334876,visit,down
ENSG00000174903,0.013588908030787508,4.036247617056706,0.13275700419763622,0.8949893071045011,0.9426265765891766,-6.6388695757847564,visit,up
ENSG00000070269,-0.017837432580758896,4.491581589045596,-0.13257162941652495,0.8951350616193773,0.942710879018616,-6.638894301241668,visit,down
ENSG00000072415,0.020179062605627702,4.2640137755606276,0.1323039386756711,0.8953455451136747,0.9427945917447205,-6.63892994515719,visit,up
ENSG00000184828,-0.02687361254560901,4.902811837352504,-0.13223477170111478,0.8953999318969403,0.9427945917447205,-6.638939143267477,visit,down
ENSG00000048544,0.018734450861751382,6.139545602665585,0.13221979987299415,0.8954117044836063,0.9427945917447205,-6.638941133650339,visit,up
ENSG00000090061,0.021156538477870645,4.544392803446094,0.13188275475884906,0.8956767347194239,0.9429823900488472,-6.638985881463434,visit,up
ENSG00000179913,0.05424001406774824,-0.4601814989477252,0.1318257926350276,0.8957215271989154,0.9429823900488472,-6.6389934327695785,visit,up
ENSG00000163220,-0.012639001081365106,8.349869090766784,-0.13173752037276767,0.895790941257274,0.9429862667505762,-6.639005128331808,visit,down
ENSG00000197013,0.029771063677043245,3.575943096364069,0.13151752421879565,0.895963941726055,0.9430991788100364,-6.639034242479837,visit,up
ENSG00000010017,0.016226614987839567,5.133208151001271,0.13132100636092245,0.8961184836710178,0.9431544713032224,-6.639060208410639,visit,up
ENSG00000115468,-0.03840510120813334,-1.0435463087120207,-0.1312835275828232,0.8961479575027342,0.9431544713032224,-6.6390651560814264,visit,down
ENSG00000177098,-0.051295337706106454,-0.19867173719104114,-0.13079974663522653,0.8965284228529824,0.943485677395018,-6.639128894590556,visit,down
ENSG00000173465,0.014440393849745234,5.409064236729863,0.13054384749570094,0.8967296824806275,0.943628256793595,-6.6391625144186195,visit,up
ENSG00000172046,-0.015082329948613653,6.862871877540461,-0.13037315718685677,0.8968639308651034,0.9436407367454854,-6.63918490300168,visit,down
ENSG00000268104,-0.07439200582573756,0.3226448919975128,-0.13036150339044147,0.8968730967185763,0.9436407367454854,-6.639186430503702,visit,down
ENSG00000120915,0.05756371759484664,1.248547005653628,0.13022249580152492,0.8969824289853359,0.9436865595646545,-6.639204640172643,visit,up
ENSG00000096088,0.04452271921658058,-1.0773518995030864,0.1300756048216068,0.8970979638963543,0.9437389007888172,-6.6392238614521535,visit,up
ENSG00000116353,-0.037938171200216406,6.057611259608336,-0.12988658802947536,0.8972466355570821,0.9437984581785277,-6.639248563171562,visit,down
ENSG00000105146,-0.0578771481577199,1.5804987925327343,-0.12983634572257494,0.8972861544051958,0.9437984581785277,-6.639255123065033,visit,down
ENSG00000198881,0.04138029360316299,-1.0333767865081294,0.12951269892444203,0.8975407300126997,0.9439480154164582,-6.6392973192675155,visit,up
ENSG00000003987,0.04576986388507358,0.058142808668201665,0.12948827932238627,0.8975599385400743,0.9439480154164582,-6.639300498760261,visit,up
ENSG00000004975,-0.018950215873341735,5.29477884015405,-0.1286038601592752,0.8982556668877008,0.9446104528053771,-6.639415248562819,visit,down
ENSG00000277363,-0.04533477785355956,0.07342244440969722,-0.12817505057738665,0.8985930191064847,0.9448327211191921,-6.639470601994573,visit,down
ENSG00000131650,-0.03247259315952478,-1.3016433212025182,-0.12816776804772628,0.898598748567563,0.9448327211191921,-6.639471540473871,visit,down
ENSG00000158195,0.010246806140829253,7.81754183947548,0.12798090504120532,0.8987457631330629,0.9449180445516248,-6.639495602764554,visit,up
ENSG00000161036,0.01291096027094207,5.39381675499712,0.12774433923823864,0.8989318865537297,0.9449926448503911,-6.639526014950388,visit,up
ENSG00000162415,-0.04336865368676014,-0.9557780653920211,-0.12765083747524114,0.8990054527368403,0.9449926448503911,-6.639538019751831,visit,down
ENSG00000168634,-0.05182094574895939,-0.6019055915729158,-0.1274893429791378,0.8991325169859672,0.9449926448503911,-6.639558733533774,visit,down
ENSG00000175003,0.052789401650509576,-0.34466854410349457,0.12736460815245054,0.8992306604715573,0.9449926448503911,-6.639574714472272,visit,up
ENSG00000132970,0.02867509634602004,-1.3986765183614553,0.12733933319938467,0.899250547429269,0.9449926448503911,-6.639577950776911,visit,up
